firstname	1_year	1_count	2_year	2_count
hademou			1991	34
hades		23		
hadhoum				49
hadi	2014	493		
hadia			2013	379
hadiatou				29
hadidja			2012	268
hadietou		47		
hadija				117
hadil		99	2014	188
hadile			2003	102
hadiya				44
hadj	2011	662		
hadja			2015	543
hadjar			2014	305
hadjara				31
hadje		30		
hadjer			2014	288
hadjera				34
hadji	2008	119		33
hadjia				35
hadjila			1984	160
hadjira			1989	246
hadra				21
hadria				60
hadrian		70		
hadriel	2011	71		
hadrien	2015	6092		
hady	2009	167		21
hadya				32
hafa				51
hafca				43
hafed	1977	204		
hafeda				117
hafedh		34		
hafez	1976	70		
haffid		23		
haffida				21
hafid	2002	1385		
hafida			2001	2175
hafide		62		
hafidha				38
hafif		27		
hafiz		47		
hafiza			2014	63
hafize				53
hafsa			2015	2530
hafsah				21
hafsatou				38
hafsia				56
hafssa			2013	434
hagar				66
hager			1984	286
hagera				32
hagere				44
hagira				36
hagop	1929	56		
hai		72		28
haiat				65
haiate				43
haicha				76
haickel		21		
haida				64
haidar		69		
haiden		22		
haider	2011	127		
haidi				44
haidy			1981	39
haiet				57
haiette				24
haifa			1993	255
haik		36		
haikal		27		
haikel	2015	297		
haila				32
haile	2008	116		
hailey	2005	52	2015	328
hailie				78
haily				23
haim	2010	242		
haina				35
haira				37
hairia				23
haissa		51		
haissam	1994	96		
haitam		110		
haitem	2006	167		
haitham	2009	100		
haithem	2004	167		
haize		21	2015	118
haizea			2015	104
haja		47		40
hajar		32	2015	3965
hajare				226
hajer			2015	734
hajera				27
hajere				41
hajiba				58
hajir				20
hajira			1977	127
hajjar				48
hajra				63
hakan	2011	1425		
hakeem		47		
hakel		20		
hakem		20		
hakila			1978	43
hakim	2015	9402		
hakima			2009	2090
hakime	1982	193		
hakki		65		
haktan		31		
hal	2015	68		
hala			2010	298
halan	1998	40		
haled		23		
halem				49
haley	2014	41	2013	35
haley			2014	323
hali		25		
halia				68
halid		113		
halida				38
halifa				20
halil	2015	801		
halil-ibrahim		96		
halim	2014	1373		
halima			2015	4850
halimata				82
halimatou			2015	255
halime		72		162
halina			1952	340
halis		45		
halise				32
halit		109		
halla				41
hallan		44		
hallya				21
haluk		22		
halvard		30		
haly				20
halya				61
halyma				29
ham	2014	52		
hama		29		
hamad		65		
hamada		64		
hamadi	2014	400		
hamadou	1986	75		
hamady	2014	398		
hamama				69
hamani		28		
hamar		36		
hamara		49		
hamaria				20
hamath		24		
hamda		36		
hamdane		34		
hamdi	2003	679		
hamdy		35		
hame	2000	36		
hamed	2015	2029		
hamedi		33		
hamedy		42		
hamel		37	2001	257
hamelle				41
hamet	2011	142		
hameza		41		
hami		31		
hamid	2015	3603		
hamida	1969	130	1990	582
hamide		127	2007	96
hamidou	2015	730		
hamilton		112		
hamimi		30		
hamin		42		
hamina				88
hamine		79		
hamir		28		
hamish		26		
hamit		71		
hamlaoui		23		
hamlet		26		
hammad		25		
hammadi		47		
hammed		36		
hammou		63		
hamna				26
hamon	1947	154		
hamou	1984	196		
hamoud		60		
hamouda	1970	77		
hamoudi		38		
hamsa		43		
hamza	2015	11757		25
hamzah	1997	37		
hamzat		23		
han		32		
hana			2015	3152
hana			2015	1770
hanaa			2015	488
hanadi				39
hanae			2015	2644
hanael				22
hanaelle				27
hanafi	1955	102		
hanah				51
hanaine				24
hanako				40
hanan			2005	1336
hanane			2015	4498
hanann				21
hananne				55
hanaya				23
handa				25
handan				54
hande				22
handy	2010	267		
hanelore				20
hanen			1996	444
hanene			1993	382
hani	2013	310		
hania			2015	825
haniel		29		
hanif		29		
hanifa			2015	516
hanife			2000	215
hanifi		71		
hanim				94
hanin		21		36
hanina				37
hanine	2006	54	2014	184
hanis		43		
hanissa			1999	209
hanitra				34
haniya			2015	108
hanna				36
hanna			2015	5094
hannaa				24
hannae				155
hannah			2015	3399
hannan			1992	180
hannane			1986	211
hanne				32
hannelore			1967	289
hannen				57
hannene				20
hannia				27
hannibal		34		
hanniel		20		
hans	2015	2094		
hansel		20		
hansi		26		
hanta				33
hantz		66		
hany	1988	67		
hanya			2015	185
hanz		35		
hanzo		21		
hao		36		
haoua			2000	119
haouari		86		
haoues		23		
hapsa				29
hapsatou				60
harald	1965	332		
hardy		27		
harel		21		
harena		20	2006	80
hari		54		
harini			2012	55
haris	2015	584		
harish	2010	72		
harisson	2002	48		
harith	2012	42		
haritz	2012	27		
harlan		44		
harlem		71		
harlette				40
harley	1995	91		31
harmonie			2015	2186
harmony			2013	1751
harold	2015	3523		
haron	2015	622		
harone	2015	282		
haronn		27		
haroon	2013	88		
haroun	2015	1672		
harouna	2015	777		
haroune	2015	174		
harout		31		
harper		25		49
harri		34		
harriet				72
harris	2013	309		
harrison	2015	326		
harrisson	1997	79		
harry	2015	4871		
harry-claude	1973	28		
harrys	2001	61		
harryson		21		
harun	2013	489		
harvey	1984	135		
hary	1971	172		
harys		26		
hasan	2015	1771		
hasan-huseyin		59		
hasane		29		
hasdin		20		
hasdine		24		
haseeb		27		
hasen		34		
hashim		46		
hashley				38
hasiba				73
hasibe				54
hasim		40		
hasina				95
hasma				56
hasmik				41
hasmina				27
hasna			2015	1650
hasnaa				125
hasnae			1991	89
hasnain		28		
hasni	2003	200		
hasnia				142
hasret			1991	160
hassam	2013	27		
hassam		23		
hassan	2015	4785		
hassana			1999	165
hassanati				29
hassanatou			2011	41
hassane	2015	617		
hassani		24		
hassania			1989	126
hassatou				34
hassein		101		
hassem		33		
hassen	2012	1865		
hassena				44
hassene	1974	145		
hassia			1986	85
hassib		67		
hassiba			1993	493
hassim	1954	61		
hassin		41		
hassina			1999	852
hassine		126		
hassna			1999	437
hassnaa				33
hatem	2015	978		
hatem		22		
hatice			2015	1648
hatika				62
hatim	2015	909		
hatime		63		
hatman		46		
hatouma			2015	435
hatoumassa				25
hatoumata			2013	207
hatun				44
hauda				32
haude			2000	258
hauria				49
hava			2014	678
havana				102
havida				31
havin			2015	310
havine			2005	56
havva			2012	251
havvanur				28
havy				20
hawa			2015	4297
hawai				53
hawo				33
hawwa				22
haya			2015	553
haya-mouchka			2005	72
hayam				48
hayame				20
hayan		43		
hayana			2009	45
hayat			2015	1840
hayate			1992	704
hayati		29	2006	33
hayatt				32
hayatte			1985	225
haydan	2014	200		
haydar	2008	186		
haydee			2014	116
hayden	2015	1486	2015	336
hayder	2015	158		
hayed				22
hayem				28
hayet			2015	917
hayete				90
hayett				36
hayette			1993	688
hayfa				80
hayk	2015	69		
haykal		35		
haykel	2013	233		
haylana				38
haylee			2014	43
hayleen				23
hayley			2015	180
haylie				82
hayna				32
hayoub		24		
hayrettin		29		
hayri		47		
hayriye				92
hayrullah		25		
hayrunisa				33
hayrunnisa				92
hayssam		25		
haytam	2012	163		
haytem	2015	243		
haytham	2015	269		
haythem	2015	196		
hayyan		24		
hazael		20		
hazal			2015	414
hazar		38		57
hazdine		44		
hazedine		28		
hazel				147
hazem	2003	111		
hazim		57		
haziz		70		
haziza				43
hdi	2014	239		
hdia				24
heathcliff		31		
heather			2015	641
heaven	2014	127	2013	129
heavenly				26
heba				100
hebert	1974	225		
hecham		82		
hechame		20		
hechem		32		
hector	2015	6658		
heda				29
hedda				28
heddi	2008	148		
heddy	2011	435		
heden		32		
hedi	2015	3119		
hedi			2014	145
hedia			2010	252
hediye				59
hedvige			1931	42
hedwig			1942	384
hedwige	1910	22	2002	1797
hedy	2015	582		
heena				20
heger				29
hegesippe	1953	147		29
hegoa			2015	57
heiana				32
heide			1944	61
heidemarie			1944	38
heidi	2003	275	2014	2372
heidie				66
heidy		70	1981	192
heike				26
heikel		79		
heiko		20		
heilani				40
heimana		36		
heimiti				29
heinda				41
heindrick	2008	36		
heindy		22		
heinrich		155		
heinrick	1998	106		
heinz	1954	291		
heithem		22		
heitor		25		
hejer				38
hektor		28		
hela			2015	276
helana				23
helay				26
helda				25
helder	2004	788		
helea			2009	278
heleana				82
heleine			1921	102
helen	1963	115	1995	715
helena			2015	14416
helene			2015	229
helenna				23
helenne				21
heleonore				22
heley				43
helga			1971	645
heli		30		
helia			2015	518
heliade				37
helian		178		
heliana				32
heliane			1947	683
helianne				35
helias	2009	185		
helicia				53
helie	2014	271		
heliena				39
helier	1963	266	1933	31
heliere			1938	36
helies		44		
heliette			1969	601
helima				28
helin	1970	90	2015	705
helina			2007	200
heline			2009	357
helio	2015	363		
heliodore		33		
helios	2010	530		
heliot		36		
heliott		21		
helise				21
hella			2015	332
hellen				86
hellena				25
hellene			1907	77
helley				43
helline				82
hellmut	1916	32		
hellmuth	1932	45		
helma			1943	53
helmi	1990	178		
helmut	1957	384		
helmuth	1949	258		
helmy		24		
helno		20		
helodie				23
helois		47		
heloise			2015	899
helona				23
helora			2002	22
helori	2001	97		
helory		90		
helose			2015	81
helvetia				21
helwan		67		
helwane		20		
hely		27		
helya				74
helyan		20		
helyana				22
helyett			1937	297
helyette			1951	523
helyna				46
helyne				57
hema				84
hemeline				28
hemeric		22		
hemerick	2004	39		
hemma				113
hemrick	2011	51		
hemza		47		
hena				119
hend				42
henda			2015	558
hendric		30		
hendrick	2014	542		
hendricks	1995	27		
hendrik		183		
hendrix	2010	118		
hendry		26		
hendryck	1933	28		
hendryk	1936	116		
hendy	2013	170		
heng		21		
heni	1989	115		
henia			1967	176
henna			1994	59
henni		52		
henny		40		
henoc	2007	170		
henoch		23		
henock		30		
henola				73
henora				75
henri	2015	404384	1965	187
henri-bernard		22		
henri-charles		38		
henri-claude	1992	251		
henri-emmanuel		24		
henri-franois		36		
henri-georges	1964	39		
henri-jacques		46		
henri-jean		65		
henri-jol		25		
henri-joseph		22		
henri-louis		73		
henri-luc		40		
henri-michel		63		
henri-nol		40		
henri-paul	1991	123		
henri-philippe		36		
henri-pierre	1964	311		
henri-xavier		22		
henria			1943	1094
henriane			1968	135
henrianne			1950	110
henric		46		
henrich	1930	65		
henricie			1903	21
henrick	2009	542		
henrico	1978	77		
henrie		33	1966	90
henrietta			1971	214
henriette			2014	126999
henrik	1934	337		
henrika				31
henrilia			1923	48
henrina			1937	35
henrio	1967	53		
henriot	1937	29		
henrique	2015	1106		
henriques		30		
henrita			1932	21
henrius	1948	62		
henry	2015	11334	1933	22
henry-claude	1966	40		
henry-pierre		39		
henryck		61		
henryk	1952	504		
henryka			1930	60
heny		56		
henya			2009	45
henzo	2015	336		
heol		40		
hera				35
herald		123		
herbert	1985	1345		
herby		26		
herculano		27		
hercule	1996	89		
hereba		37		
hereiti				20
herenui				38
heribert		83		
heric	1951	121		
herick		54		
herine				55
heritiana		22		
heritier		23		
herizo		23		
herland	1972	171		
herle	1911	79		
herman	2007	731		
hermance			2014	2108
hermancia				28
hermand	1909	79		
hermande				26
hermane		24		
hermanie				20
hermann	2013	2658		
hermant	1915	75		
hermeline			2010	231
hermence			1913	216
hermenegilde	1946	102	1945	41
hermes	2010	250		
hermin		22		
hermina			1973	247
hermine			2015	4445
herminia				190
herminie			1978	1197
herminio	1974	79		
hermione			2015	547
herms	2012	53		
hernan		30		
hernani		39		
herode		26		
herold		74		
herrade				42
herrmann	1911	66		
hersilie				20
herta			1940	210
hertha			1919	96
herton		20		
herv	2013	139506	1957	26
herv-pierre		24		
herve		28		
hervee				55
herveline			1972	1197
hervelyne				35
hervey		25		
hervin		71		
hervine				67
herwan	2012	165		
herwann		49		
herwin		31		
hery		151		
hesna				29
hessam		32		
hestia				48
heta			2005	70
hetan				30
heuria			1962	27
heva				69
hevan	2005	95		
hevi				38
hevin			2006	57
heya				44
heydan		28		
heyden	2015	118		22
heykel	1973	99		
heythem		23		
hiam				21
hiba			2015	1510
hibah				20
hibrahim		24		
hicham	2015	5492		
hichame	2000	605		
hichem	2015	2475		
hicheme		96		
hichma			2015	47
hicran				51
hidaya			2015	546
hidayet		62		
hideya				28
hidir		24		
hien		20		
hieu		20		
hikma				30
hikmet		67		
hila				30
hilaire	2013	4361	1958	350
hilal	2015	362	2014	892
hilan	1997	78		
hilana				84
hilaria				46
hilarie			1998	40
hilario		202		
hilarion	1965	707	1940	111
hilarionne				23
hilary			2012	321
hilda			1975	1241
hilde			1945	544
hildebert	1940	132		
hildegard			1944	265
hildegarde			1952	1280
hildevert	1931	226	1918	25
hilel	2015	309		32
hilem				32
hilena				20
hillaire		22		
hillal		62		
hillary			2013	301
hillel	2015	383		
hilma				65
hilmi		114		
hilona				22
hilton		54		
himad		89		
himane				35
himaya				40
himed		89		
himen				40
himene				36
himmet		40		
hina			2015	384
hinano				28
hinanui				37
hinata				156
hinata				20
hinatea			2011	203
hinaya			2014	86
hind			2015	3002
hinda			2012	944
hinde			2015	653
hindy	1996	29		
hinna				22
hipolyte		66		
hippolite		35		
hippolyne				20
hippolyte	2015	9720	1968	191
hippolythe		21		
hira			2015	195
hira-nur				24
hiram		32		
hiranur			2015	176
hiro		53		
hisa			2011	37
hisae				54
hisham	2014	143		
hissa		47		
hissam	2009	141		
hitomi				21
hivda			2015	76
hiyam				50
hizia			2015	150
hiziya				40
hizya				57
hla			2015	36
hla			2011	68
hlana			2014	34
hlen				25
hlena				56
hlia			2015	156
hlian		40		
hliana				20
hlias	2013	64		
hlie	2015	86		
hlima				57
hlina				73
hline			2013	81
hlio	2015	176		
hlios	2015	151		
hlna			2015	2198
hlne	1968	173	2015	280634
hlne-marie				80
hlne-sophie				20
hloise			2012	43
hlori		35		
hlory		24		
hlose			2015	21580
hlya				116
hlyne				31
hmeyra				30
hnd				28
hnia				28
hnoc		31		
hnora				43
hoa		21		23
hoai		40		20
hoan		49		
hoang	2010	239	1992	123
hoani		145		26
hoche	1913	256		
hocine	2015	4258		
hoda			2005	337
hodaya				22
hodei	2014	31		
hoel	2015	391		
hogan		24		
hol	2014	67		
holly			2014	144
holmi		32		
holy				47
homar		59		
hombeline				192
homer		24		
homere	1944	256		
honeste	1903	25		
honey				39
hong		66		109
honor				20
honor	2015	273		
honora		33	1952	156
honorat	1967	379	1970	268
honorata			1931	31
honore	2015	8127	1961	105
honoree			1964	305
honorette			1939	25
honorin	2004	135		
honorine	1941	26	2015	7773
honorius	1917	48		
honoryne			2013	23
hope			2013	132
horace	2011	636		
horacio	2007	235		
horatio	2010	110		
horeb				21
horia			1970	502
horiya			1962	53
horlane				46
horst	1958	372		
hortence			1924	168
hortencia				21
hortense	1968	92	2015	12018
hortensia			1970	430
hortensius	1927	24		
horya				46
hosana				45
hosanna			2012	181
hosman		21		
hosna				45
hosni	1987	257		
hosny		29		
hossam		173		
hossein		131		
hossem		54		
hossen		21		
hossin		33		
hossine		83		
hossni		26		
hotman		51		
houaida				37
houarda				27
houari	2006	642		
houaria				159
houcem		58		
houcine	2013	915		
houd		67		
houda			2015	2619
houdaifa		55		
houdayfa	2013	114		
houdeyfa	2015	141		
houdhayfa		54		
houdheyfa	2013	67		
houlemata				35
houley				46
houleye			2014	255
houleymata				27
hounaida				36
hounayda				21
houne				20
houraye				47
houria			2014	2683
hourida				25
houriya			1958	116
hourya			1962	131
housam		28		
housem		25		
housine		31		
housman		24		
housna			2012	174
housnati				22
housni	2015	194		
housny		24		
houssain		25		
houssam	2014	398		
houssama		30		
houssame		45		
houssein	2008	128		
housseine		42		
houssem	2015	305		
houssem-eddine		26		
houssen		67		
houssin		76		
houssine	2001	336		
houssna				45
houssni		49		
houston		43		
houyam			2013	90
houyame				52
houyem				83
houzefa		24		
hovhannes		24		
howard	1998	194		
howel	2000	45		
howen		31		
hoyam				34
hseyin	2015	111		
hubert	2014	65702	1962	186
huberte			1971	1369
hubertine			1939	247
huda				41
hudayfa		29		
hudhayfa		28		
hudson		21		
hugette			1931	72
huggo		26		
hugh		80		
hughes	1953	132		
hughette				20
hugo	2015	127683		
hugolin		133		
hugoline				81
hugot		33		
hugue		65		
hugues	2015	25515	1957	191
hugues-antoine		22		
hugues-marie		30		
hugues-olivier		20		
huguet		41		
huguette			1996	90201
huguo	1970	37		
hui				20
hulda				61
hulya			1998	796
huma				40
humbeline				28
humbert	1965	963		
humberto	1980	338		
humeyra			2007	180
humphrey		69		
hung		80		
hunter		31		
huong				25
hurard	1923	27		
huriye				111
huru				23
husein		28		
huseyin	2015	1365		
husna			2014	115
husne				40
husnu		24		
hussain	2014	78		
hussam		24		
hussayn		24		
hussein	2015	426		
hussen		26		
husseyin		22		
huu		109		
huy		90		
huyen				23
huynh		31		
hyacine		32		
hyacinthe	2009	3413	1978	1154
hyam				24
hyana				21
hyba				42
hycham		36		
hychem		50		
hygin	1945	41		
hylan	2014	248		
hylana			2002	68
hylane		27		
hylann	2014	61		
hylda				20
hylian		26		
hyliana			2015	53
hylies		21		
hyllan		22		
hylona				27
hymed		21		
hymen				30
hynd				123
hynda				34
hynde			2011	76
hypolite		135		
hypolyte		31		
hyppolite	1945	286		
hyppolyte		97		
hyssam		21		
hyzia				24
iacob		24		
iacopo		29		
iacov		26		
iadine				30
iago	2015	98		
iain		25		
ian	2015	1672		
iana				114
ianis	2015	1162		
iann		100		
iannis	2000	229		
ianys		29		
iara				63
iasmina			2014	45
iazid		26		
iba		30		
ibai	2014	68		
iban	2015	1796		
ibann		22		
ibra		36		
ibragim		33		
ibrahim	2015	13002		
ibrahim-khalil		31		
ibrahima	2015	2618		
ibrahima-sory		31		
ibrahime	2004	106		
ibraim		30		
ibticem			1989	125
ibtihal				127
ibtihel			2013	139
ibtisam			2007	195
ibtisame				51
ibtisem			1988	169
ibtissam			2015	1162
ibtissame			2006	375
ibtissem			2015	1399
ibtisseme				92
ibtyssem				22
icare	2012	77		
ichai	2011	81		
icham	2007	510		
ichame		54		
ichem	2006	527		
icheme		28		
ichraf				42
ichrak				94
iclal				31
icram				33
icrame				23
ida	1963	107	2015	14528
idalia				49
idalie			1910	222
idalina			1977	217
idaline				137
idan	2015	88		
idaya				23
ide			1955	90
idea				29
idelette				110
idelma				20
idem				20
iden				89
idene				20
ider		23		
idette				25
idiatou				31
idil			2008	152
idir	2015	1187		
idite				25
ido		62		
idoia			2015	232
idora				40
idoya				30
idrice	1972	43		
idris	2015	2668		
idriss	2015	5675		
idrissa	2015	860		23
idrisse	1991	160		
idrys		100		
idryss	2015	167		
idy	1985	68		
idylle				40
ielena				69
ieva				37
ifig		37		
igal	1982	59		
iggy		34		
igino		40		
ignace	1985	3174	1968	398
ignacia				25
ignacie			1928	43
ignacio	2010	297		
ignazia				23
ignazio	1974	105		
ignes				45
igor	2013	3204		
ihab	2011	322		
ihabe		24		
ihcene				62
iheb	2014	309		
ihintza			2012	57
ihlan		26		
ihlem				34
ihsan	2015	474		53
ihsane	2011	182	2014	341
ihsen		41		61
ihsene			2010	56
ihssan		54		46
ihssane		53	2014	250
ihssen				20
ihssene				52
ijja				23
ikbal	2014	90		69
ike		29		
iker	2015	203		
ikhlas		35		79
ikhlass				24
ikhlasse				38
ikra			2015	108
ikram	2015	156	2015	2043
ikrame		23	2014	851
ila				46
ila			2015	50
ilaf				55
ilai		23		
ilam		33		33
